,Unnamed: 0,strain,gisaid_epi_isl,date,length,age,sex,pangolin_lineage,virusType
23,23,hCoV-19/USA/MO-CDC-ASC210006390/2021,EPI_ISL_2241979,2021-03-16,29839.0,30,Male,B.1.1.7,alpha
24,24,hCoV-19/USA/MO-CDC-ASC210015943/2021,EPI_ISL_2242180,2021-03-22,29879.0,18,Female,B.1.1.7,alpha
25,25,hCoV-19/USA/MO-CDC-ASC210002368/2021,EPI_ISL_2241864,2021-03-08,29857.0,39,Female,B.1.1.7,alpha
26,26,hCoV-19/USA/MO-CDC-ASC210003859/2021,EPI_ISL_2241958,2021-03-10,29857.0,63,Male,B.1.1.7,alpha
27,27,hCoV-19/USA/MO-CDC-ASC210004638/2021,EPI_ISL_2242011,2021-03-15,29874.0,18,Female,B.1.1.7,alpha
28,28,hCoV-19/USA/MO-CDC-ASC210001366/2021,EPI_ISL_2241769,2021-03-04,29840.0,53,Male,B.1.1.7,alpha
29,29,hCoV-19/USA/MO-CDC-ASC210000768/2021,EPI_ISL_2241744,2021-03-03,29878.0,30,Male,B.1.1.7,alpha
30,30,hCoV-19/USA/MO-CDC-ASC210000933/2021,EPI_ISL_2241719,2021-03-02,29846.0,51,Female,B.1.1.7,alpha
31,31,hCoV-19/USA/MO-CDC-ASC210000573/2021,EPI_ISL_2241734,2021-03-03,29855.0,61,Female,B.1.1.7,alpha
32,32,hCoV-19/USA/MO-CDC-ASC210013122/2021,EPI_ISL_2242948,2021-03-18,29882.0,26,Female,B.1.1.7,alpha
33,33,hCoV-19/USA/MO-CDC-ASC210018776/2021,EPI_ISL_2242380,2021-03-24,29843.0,59,Male,B.1.1.7,alpha
34,34,hCoV-19/USA/MO-CDC-ASC210018727/2021,EPI_ISL_2242370,2021-03-24,29882.0,25,Female,B.1.1.7,alpha
35,35,hCoV-19/USA/MO-CDC-ASC210012513/2021,EPI_ISL_2242329,2021-03-19,29853.0,58,Female,B.1.1.7,alpha
36,36,hCoV-19/USA/MO-CDC-QDX24603728/2021,EPI_ISL_2247137,2021-05-03,29763.0,28,Male,B.1.1.7,alpha
37,37,hCoV-19/USA/MO-CDC-QDX24603753/2021,EPI_ISL_2247197,2021-05-04,29763.0,78,Male,B.1.1.7,alpha
38,38,hCoV-19/USA/MO-CDC-QDX24603734/2021,EPI_ISL_2247165,2021-05-03,29763.0,30,Male,B.1.1.7,alpha
39,39,hCoV-19/USA/MO-CDC-QDX24603791/2021,EPI_ISL_2247159,2021-05-04,29763.0,35,Female,B.1.1.7,alpha
40,40,hCoV-19/USA/MO-CDC-QDX24603794/2021,EPI_ISL_2247128,2021-05-04,29763.0,27,Female,B.1.1.7,alpha
41,41,hCoV-19/USA/MO-CDC-QDX24603754/2021,EPI_ISL_2247109,2021-05-04,29763.0,65,Female,B.1.1.7,alpha
42,42,hCoV-19/USA/MO-CDC-QDX24603741/2021,EPI_ISL_2248486,2021-05-04,29763.0,21,Male,B.1.1.7,alpha
43,43,hCoV-19/USA/MO-CDC-QDX24603744/2021,EPI_ISL_2248474,2021-05-04,29763.0,25,Male,B.1.1.7,alpha
44,44,hCoV-19/USA/MO-CDC-QDX24603781/2021,EPI_ISL_2248461,2021-05-04,29763.0,60,Male,B.1.1.7,alpha
45,45,hCoV-19/USA/MO-CDC-QDX24603790/2021,EPI_ISL_2248524,2021-05-04,29763.0,22,Female,B.1.1.7,alpha
46,46,hCoV-19/USA/MO-CDC-QDX24603739/2021,EPI_ISL_2248516,2021-05-04,29763.0,46,Female,B.1.1.7,alpha
47,47,hCoV-19/USA/MO-CDC-QDX24603729/2021,EPI_ISL_2248517,2021-05-02,29754.0,64,Female,B.1.1.7,alpha
48,48,hCoV-19/USA/MO-MSPHL-000719/2021,EPI_ISL_1706304,2021-04-01,29778.0,unknown,unknown,B.1.1.7,alpha
49,49,hCoV-19/USA/MO-MSPHL-000733/2021,EPI_ISL_1706318,2021-03-29,29778.0,unknown,unknown,B.1.1.7,alpha
50,50,hCoV-19/USA/MO-MSPHL-000720/2021,EPI_ISL_1706305,2021-03-30,29778.0,unknown,unknown,B.1.1.7,alpha
51,51,hCoV-19/USA/MO-MSPHL-000735/2021,EPI_ISL_1706320,2021-04-04,29778.0,unknown,unknown,B.1.1.7,alpha
52,52,hCoV-19/USA/MO-MSPHL-000718/2021,EPI_ISL_1706303,2021-04-02,29778.0,unknown,unknown,B.1.1.7,alpha
53,53,hCoV-19/USA/MO-MSPHL-000804/2021,EPI_ISL_1791344,2021-04-11,29778.0,unknown,unknown,B.1.1.7,alpha
54,54,hCoV-19/USA/MO-MSPHL-000802/2021,EPI_ISL_1791342,2021-04-08,29778.0,unknown,unknown,B.1.1.7,alpha
55,55,hCoV-19/USA/MO-MSPHL-000792/2021,EPI_ISL_1791332,2021-04-07,29778.0,unknown,unknown,B.1.1.7,alpha
56,56,hCoV-19/USA/MO-CDC-QDX24632561/2021,EPI_ISL_2268714,2021-05-05,29763.0,1,Male,B.1.1.7,alpha
57,57,hCoV-19/USA/MO-CDC-QDX24632571/2021,EPI_ISL_2268702,2021-05-05,29763.0,16,Male,B.1.1.7,alpha
58,58,hCoV-19/USA/MO-CDC-QDX24632565/2021,EPI_ISL_2268685,2021-05-05,29763.0,38,Female,B.1.1.7,alpha
59,59,hCoV-19/USA/MO-MSPHL-000793/2021,EPI_ISL_1791333,2021-04-09,29778.0,unknown,unknown,B.1.1.7,alpha
60,60,hCoV-19/USA/MO-MSPHL-000787/2021,EPI_ISL_1791327,2021-04-05,29778.0,unknown,unknown,B.1.1.7,alpha
61,61,hCoV-19/USA/MO-MSPHL-000791/2021,EPI_ISL_1791331,2021-04-05,29778.0,unknown,unknown,B.1.1.7,alpha
62,62,hCoV-19/USA/MO-CDC-QDX24632582/2021,EPI_ISL_2269145,2021-05-05,29763.0,49,Female,B.1.1.7,alpha
63,63,hCoV-19/USA/MO-MSPHL-000829/2021,EPI_ISL_1791368,2021-04-06,29778.0,unknown,unknown,B.1.1.7,alpha
64,64,hCoV-19/USA/MO-MSPHL-000806/2021,EPI_ISL_1791345,2021-04-10,29778.0,unknown,unknown,B.1.1.7,alpha
65,65,hCoV-19/USA/MO-MSPHL-000808/2021,EPI_ISL_1791347,2021-04-08,29778.0,unknown,unknown,B.1.1.7,alpha
66,66,hCoV-19/USA/MO-MSPHL-000817/2021,EPI_ISL_1791356,2021-04-08,29778.0,unknown,unknown,B.1.1.7,alpha
67,67,hCoV-19/USA/MO-MSPHL-000816/2021,EPI_ISL_1791355,2021-04-09,29778.0,unknown,unknown,B.1.1.7,alpha
68,68,hCoV-19/USA/MO-MSPHL-000799/2021,EPI_ISL_1791339,2021-04-11,29778.0,unknown,unknown,B.1.1.7,alpha
69,69,hCoV-19/USA/MO-MSPHL-000798/2021,EPI_ISL_1791338,2021-04-07,29801.0,unknown,unknown,B.1.1.7,alpha
70,70,hCoV-19/USA/MO-MSPHL-000828/2021,EPI_ISL_1791367,2021-04-04,29778.0,unknown,unknown,B.1.1.7,alpha
71,71,hCoV-19/USA/MO-CDC-QDX24603742/2021,EPI_ISL_2268920,2021-05-04,29763.0,28,Female,B.1.1.7,alpha
72,72,hCoV-19/USA/MO-CDC-STM-000052585/2021,EPI_ISL_1796893,2021-04-09,29808.0,51,Male,B.1.1.7,alpha
73,73,hCoV-19/USA/MO-CDC-QDX23849435/2021,EPI_ISL_1797882,2021-04-12,29760.0,62,Male,B.1.1.7,alpha
74,74,hCoV-19/USA/MO-CDC-QDX23849408/2021,EPI_ISL_1797969,2021-04-12,29763.0,5,Female,B.1.1.7,alpha
75,75,hCoV-19/USA/MO-CDC-QDX23849406/2021,EPI_ISL_1798015,2021-04-12,29763.0,44,Female,B.1.1.7,alpha
76,76,hCoV-19/USA/MO-CDC-QDX23849409/2021,EPI_ISL_1798002,2021-04-12,29763.0,56,Male,B.1.1.7,alpha
77,77,hCoV-19/USA/MO-CDC-LC0044665/2021,EPI_ISL_1798627,2021-04-10,29694.0,25,Female,B.1.1.7,alpha
78,78,hCoV-19/USA/MO-CDC-QDX23849413/2021,EPI_ISL_1818550,2021-04-12,29763.0,15,Female,B.1.1.7,alpha
79,79,hCoV-19/USA/MO-CDC-ASC210052572/2021,EPI_ISL_1836310,2021-04-08,29875.0,59,Female,B.1.1.7,alpha
80,80,hCoV-19/USA/MO-CDC-ASC210051203/2021,EPI_ISL_1836510,2021-04-07,29853.0,55,Male,B.1.1.7,alpha
81,81,hCoV-19/USA/MO-CDC-ASC210052271/2021,EPI_ISL_1837775,2021-04-08,29873.0,51,Female,B.1.1.7,alpha
82,82,hCoV-19/USA/MO-CDC-FG-035016/2021,EPI_ISL_2280227,2021-05-04,29806.0,36,Female,B.1.1.7,alpha
83,83,hCoV-19/USA/MO-CDC-ASC210063826/2021,EPI_ISL_2280743,2021-05-15,29883.0,30,Male,B.1.1.7,alpha
84,84,hCoV-19/USA/MO-CDC-ASC210064008/2021,EPI_ISL_2280676,2021-05-15,29884.0,12,Male,B.1.1.7,alpha
85,85,hCoV-19/USA/MO-CDC-ASC210064515/2021,EPI_ISL_2280484,2021-05-17,29882.0,83,Female,B.1.1.7,alpha
86,86,hCoV-19/USA/MO-CDC-MMB08659206/2021,EPI_ISL_2285081,2021-05-05,29782.0,21,Female,B.1.1.7,alpha
87,87,hCoV-19/USA/MO-MSPHL-002159/2021,EPI_ISL_2304264,2021-04-21,29777.0,unknown,unknown,B.1.1.7,alpha
88,88,hCoV-19/USA/MO-MSPHL-002097/2021,EPI_ISL_2304209,2021-05-03,29777.0,unknown,unknown,B.1.1.7,alpha
89,89,hCoV-19/USA/MO-MSPHL-002113/2021,EPI_ISL_2304224,2021-04-09,29778.0,unknown,unknown,B.1.1.7,alpha
90,90,hCoV-19/USA/MO-MSPHL-002115/2021,EPI_ISL_2304225,2021-04-14,29778.0,unknown,unknown,B.1.1.7,alpha
91,91,hCoV-19/USA/MO-MSPHL-002090/2021,EPI_ISL_2304202,2021-05-05,29777.0,unknown,unknown,B.1.1.7,alpha
92,92,hCoV-19/USA/MO-MSPHL-002122/2021,EPI_ISL_2304232,2021-04-24,29773.0,unknown,unknown,B.1.1.7,alpha
93,93,hCoV-19/USA/MO-MSPHL-002125/2021,EPI_ISL_2304234,2021-04-28,29778.0,unknown,unknown,B.1.1.7,alpha
94,94,hCoV-19/USA/MO-MSPHL-002095/2021,EPI_ISL_2304207,2021-05-07,29778.0,unknown,unknown,B.1.1.7,alpha
95,95,hCoV-19/USA/MO-MSPHL-002081/2021,EPI_ISL_2304193,2021-04-12,29778.0,unknown,unknown,B.1.1.7,alpha
96,96,hCoV-19/USA/MO-MSPHL-002118/2021,EPI_ISL_2304228,2021-04-13,29779.0,unknown,unknown,B.1.1.7,alpha
97,97,hCoV-19/USA/MO-MSPHL-002104/2021,EPI_ISL_2304216,2021-05-05,29778.0,unknown,unknown,B.1.1.7,alpha
98,98,hCoV-19/USA/MO-MSPHL-002111/2021,EPI_ISL_2304222,2021-04-28,29778.0,unknown,unknown,B.1.1.7,alpha
99,99,hCoV-19/USA/MO-MSPHL-002098/2021,EPI_ISL_2304210,2021-05-08,29778.0,unknown,unknown,B.1.1.7,alpha
100,100,hCoV-19/USA/MO-MSPHL-002110/2021,EPI_ISL_2304221,2021-05-10,29763.0,unknown,unknown,Q.4,alpha
101,101,hCoV-19/USA/MO-MSPHL-002085/2021,EPI_ISL_2304197,2021-05-05,29778.0,unknown,unknown,B.1.1.7,alpha
102,102,hCoV-19/USA/MO-MSPHL-002080/2021,EPI_ISL_2304192,2021-04-20,29777.0,unknown,unknown,B.1.1.7,alpha
103,103,hCoV-19/USA/MO-MSPHL-002086/2021,EPI_ISL_2304198,2021-05-05,29777.0,unknown,unknown,B.1.1.7,alpha
104,104,hCoV-19/USA/MO-MSPHL-002129/2021,EPI_ISL_2304238,2021-05-05,29777.0,unknown,unknown,B.1.1.7,alpha
105,105,hCoV-19/USA/MO-MSPHL-002087/2021,EPI_ISL_2304199,2021-05-05,29777.0,unknown,unknown,B.1.1.7,alpha
106,106,hCoV-19/USA/MO-MSPHL-002089/2021,EPI_ISL_2304201,2021-05-05,29778.0,unknown,unknown,B.1.1.7,alpha
107,107,hCoV-19/USA/MO-MSPHL-002121/2021,EPI_ISL_2304231,2021-04-19,29778.0,unknown,unknown,B.1.1.7,alpha
108,108,hCoV-19/USA/MO-MSPHL-002102/2021,EPI_ISL_2304214,2021-05-06,29777.0,unknown,unknown,B.1.1.7,alpha
109,109,hCoV-19/USA/MO-MSPHL-002151/2021,EPI_ISL_2304257,2021-05-12,29778.0,unknown,unknown,B.1.1.7,alpha
110,110,hCoV-19/USA/MO-MSPHL-002165/2021,EPI_ISL_2304270,2021-05-07,29778.0,unknown,unknown,B.1.1.7,alpha
111,111,hCoV-19/USA/MO-MSPHL-002144/2021,EPI_ISL_2304251,2021-05-05,29778.0,unknown,unknown,B.1.1.7,alpha
112,112,hCoV-19/USA/MO-CDC-LC0059724/2021,EPI_ISL_2304857,2021-05-08,29697.0,32,Male,B.1.1.7,alpha
113,113,hCoV-19/USA/MO-CDC-LC0059787/2021,EPI_ISL_2304858,2021-05-10,29695.0,41,Female,B.1.1.7,alpha
114,114,hCoV-19/USA/MO-CDC-LC0059877/2021,EPI_ISL_2304902,2021-05-11,29695.0,67,Female,B.1.1.7,alpha
115,115,hCoV-19/USA/MO-CDC-LC0060448/2021,EPI_ISL_2305635,2021-05-18,29695.0,21,Female,B.1.1.7,alpha
116,116,hCoV-19/USA/MO-CDC-LC0060211/2021,EPI_ISL_2305634,2021-05-18,29694.0,30,Female,B.1.1.7,alpha
117,117,hCoV-19/USA/MO-CDC-LC0060389/2021,EPI_ISL_2305492,2021-05-17,29695.0,13,Male,B.1.1.7,alpha
118,118,hCoV-19/USA/MO-CDC-LC0060452/2021,EPI_ISL_2305491,2021-05-16,29694.0,29,Male,B.1.1.7,alpha
119,119,hCoV-19/USA/MO-CDC-LC0060237/2021,EPI_ISL_2305592,2021-05-18,29694.0,21,Female,B.1.1.7,alpha
120,120,hCoV-19/USA/MO-RED-JAC-40049933/2021,EPI_ISL_2319821,2021-04-14,29782.0,unknown,unknown,B.1.1.7,alpha
121,121,hCoV-19/USA/MO-RED-STL-40777664/2021,EPI_ISL_2319873,2021-04-26,29798.0,unknown,unknown,B.1.1.7,alpha
122,122,hCoV-19/USA/MO-CDC-ASC210062587/2021,EPI_ISL_2321353,2021-05-12,29805.0,12,Male,B.1.1.7,alpha
123,123,hCoV-19/USA/MO-CDC-QDX24840212/2021,EPI_ISL_2367839,2021-05-11,29763.0,55,Female,B.1.1.7,alpha
124,124,hCoV-19/USA/MO-CDC-QDX24840162/2021,EPI_ISL_2367782,2021-05-10,29763.0,51,Female,B.1.1.7,alpha
125,125,hCoV-19/USA/MO-CDC-QDX24840186/2021,EPI_ISL_2367842,2021-05-10,29763.0,15,Female,B.1.1.7,alpha
126,126,hCoV-19/USA/MO-CDC-QDX24840203/2021,EPI_ISL_2367843,2021-05-11,29763.0,7,Female,Q.3,alpha
127,127,hCoV-19/USA/MO-CDC-QDX24840197/2021,EPI_ISL_2367831,2021-05-11,29763.0,16,Male,B.1.1.7,alpha
128,128,hCoV-19/USA/MO-CDC-QDX24840227/2021,EPI_ISL_2367827,2021-05-11,29763.0,33,Female,B.1.1.7,alpha
129,129,hCoV-19/USA/MO-CDC-QDX24840215/2021,EPI_ISL_2367828,2021-05-08,29763.0,12,Male,B.1.1.7,alpha
130,130,hCoV-19/USA/MO-CDC-QDX24840167/2021,EPI_ISL_2367735,2021-05-07,29763.0,53,Male,B.1.1.7,alpha
131,131,hCoV-19/USA/MO-CDC-QDX24840226/2021,EPI_ISL_2367716,2021-05-11,29763.0,28,Male,B.1.1.7,alpha
132,132,hCoV-19/USA/MO-CDC-QDX24840228/2021,EPI_ISL_2367696,2021-05-11,29763.0,29,Female,B.1.1.7,alpha
133,133,hCoV-19/USA/MO-MSPHL-000938/2021,EPI_ISL_2035547,2021-04-13,29778.0,unknown,unknown,Q.3,alpha
134,134,hCoV-19/USA/MO-MSPHL-001073/2021,EPI_ISL_2035617,2021-04-20,29778.0,unknown,unknown,B.1.1.7,alpha
135,135,hCoV-19/USA/MO-CDC-ASC210024282/2021,EPI_ISL_1925412,2021-03-28,29881.0,18,Female,B.1.1.7,alpha
136,136,hCoV-19/USA/MO-CDC-LC0053223/2021,EPI_ISL_1931957,2021-04-25,29695.0,53,Female,B.1.1.7,alpha
137,137,hCoV-19/USA/MO-CDC-LC0052690/2021,EPI_ISL_1930982,2021-04-21,29694.0,30,Female,B.1.1.7,alpha
138,138,hCoV-19/USA/MO-MSPHL-002084/2021,EPI_ISL_2304196,2021-04-27,29778.0,unknown,unknown,B.1.1.7,alpha
139,139,hCoV-19/USA/MO-CDC-ASC210068498/2021,EPI_ISL_1998130,2021-04-09,29884.0,21,Male,B.1.1.7,alpha
140,140,hCoV-19/USA/MO-CDC-ASC210067507/2021,EPI_ISL_1998292,2021-04-11,29882.0,36,Male,B.1.1.7,alpha
141,141,hCoV-19/USA/MO-CDC-ASC210000207/2021,EPI_ISL_2241701,2021-03-01,29880.0,22,Male,B.1.1.7,alpha
142,142,hCoV-19/USA/MO-CDC-LC0056413/2021,EPI_ISL_2046809,2021-05-03,29704.0,34,Male,B.1.1.7,alpha
143,143,hCoV-19/USA/MO-MSPHL-002039/2021,EPI_ISL_2158656,2021-04-27,29778.0,unknown,unknown,B.1.1.7,alpha
144,144,hCoV-19/USA/MO-CDC-ASC210029192/2021,EPI_ISL_2150621,2021-04-20,29866.0,46,Female,B.1.1.7,alpha
145,145,hCoV-19/USA/MO-CDC-QDX24326289/2021,EPI_ISL_2090497,2021-04-24,29763.0,66,Female,B.1.1.7,alpha
146,146,hCoV-19/USA/MO-CDC-ASC210033689/2021,EPI_ISL_2089881,2021-04-24,29870.0,31,Male,B.1.1.7,alpha
147,147,hCoV-19/USA/MO-MSPHL-000948/2021,EPI_ISL_2035557,2021-04-19,29778.0,unknown,unknown,B.1.1.7,alpha
148,148,hCoV-19/USA/MO-MSPHL-000946/2021,EPI_ISL_2035555,2021-04-12,29778.0,unknown,unknown,B.1.1.7,alpha
149,149,hCoV-19/USA/MO-CDC-LC0055689/2021,EPI_ISL_2046075,2021-04-28,29695.0,44,Female,B.1.1.7,alpha
150,150,hCoV-19/USA/MO-CDC-LC0056005/2021,EPI_ISL_2046370,2021-04-28,29694.0,17,Male,B.1.1.7,alpha
151,151,hCoV-19/USA/MO-MSPHL-001039/2021,EPI_ISL_2035585,2021-04-14,29778.0,unknown,unknown,B.1.1.7,alpha
152,152,hCoV-19/USA/MO-CDC-ASC210055102/2021,EPI_ISL_1995638,2021-04-10,29881.0,63,Female,B.1.1.7,alpha
153,153,hCoV-19/USA/MO-CDC-LC0052832/2021,EPI_ISL_1931437,2021-04-21,29695.0,56,Male,B.1.1.7,alpha
154,154,hCoV-19/USA/MO-CDC-QDX24365394/2021,EPI_ISL_2133570,2021-04-26,29763.0,20,Male,B.1.1.7,alpha
155,155,hCoV-19/USA/MO-CDC-QDX24365330/2021,EPI_ISL_2133590,2021-04-27,29763.0,14,Male,B.1.1.7,alpha
156,156,hCoV-19/USA/MO-CDC-ASC210060165/2021,EPI_ISL_2146819,2021-05-06,29857.0,40,Female,B.1.1.7,alpha
157,157,hCoV-19/USA/MO-MSPHL-002073/2021,EPI_ISL_2158686,2021-04-25,29778.0,unknown,unknown,B.1.1.7,alpha
158,158,hCoV-19/USA/MO-CDC-ASC210061354/2021,EPI_ISL_2180753,2021-05-09,29881.0,38,Male,B.1.1.7,alpha
159,159,hCoV-19/USA/MO-CDC-ASC210073300/2021,EPI_ISL_2202611,2021-04-16,29858.0,28,Male,Q.3,alpha
160,160,hCoV-19/USA/MO-CDC-ASC210052527/2021,EPI_ISL_1836274,2021-04-08,29853.0,34,Female,B.1.1.7,alpha
161,161,hCoV-19/USA/MO-CDC-LC0045251/2021,EPI_ISL_1799200,2021-04-12,29694.0,72,Male,B.1.1.7,alpha
162,162,hCoV-19/USA/MO-CDC-LC0020492/2021,EPI_ISL_1298291,2021-02-22,29694.0,73,Male,B.1.1.7,alpha
163,163,hCoV-19/USA/MO-CDC-LC0044942/2021,EPI_ISL_1799060,2021-04-16,29694.0,24,Female,B.1.1.7,alpha
164,164,hCoV-19/USA/MO-CDC-LC0046503/2021,EPI_ISL_1800429,2021-04-12,29695.0,53,Male,B.1.1.7,alpha
165,165,hCoV-19/USA/MO-MSPHL-000833/2021,EPI_ISL_1791372,2021-04-08,29778.0,unknown,unknown,B.1.1.7,alpha
166,166,hCoV-19/USA/MO-CDC-ASC210000696/2021,EPI_ISL_2241738,2021-03-03,29866.0,41,Male,B.1.1.7,alpha
167,167,hCoV-19/USA/MO-CDC-QDX24603717/2021,EPI_ISL_2248492,2021-05-03,29763.0,14,Female,B.1.1.7,alpha
168,168,hCoV-19/USA/MO-CDC-QDX24603746/2021,EPI_ISL_2248475,2021-05-04,29763.0,18,Male,B.1.1.7,alpha
169,169,hCoV-19/USA/MO-CDC-QDX24603748/2021,EPI_ISL_2248558,2021-05-04,29763.0,55,Male,B.1.1.7,alpha
170,170,hCoV-19/USA/MO-CDC-QDX24603724/2021,EPI_ISL_2248531,2021-05-03,29763.0,16,Female,B.1.1.7,alpha
171,171,hCoV-19/USA/MO-CDC-QDX24603732/2021,EPI_ISL_2248530,2021-05-03,29763.0,39,Male,B.1.1.7,alpha
172,172,hCoV-19/USA/MO-CDC-QDX24603737/2021,EPI_ISL_2248503,2021-05-04,29763.0,53,Female,B.1.1.7,alpha
173,173,hCoV-19/USA/MO-MSPHL-000668/2021,EPI_ISL_1593950,2021-03-24,29778.0,unknown,unknown,B.1.1.7,alpha
174,174,hCoV-19/USA/MO-CDC-QDX24632573/2021,EPI_ISL_2268673,2021-05-05,29763.0,10,Female,B.1.1.7,alpha
175,175,hCoV-19/USA/MO-CDC-LC0034612/2021,EPI_ISL_1550067,2021-03-22,29695.0,7,Male,B.1.1.7,alpha
176,176,hCoV-19/USA/MO-CDC-QDX24632560/2021,EPI_ISL_2269156,2021-05-05,29763.0,18,Female,B.1.1.7,alpha
177,177,hCoV-19/USA/MO-CDC-QDX24632564/2021,EPI_ISL_2269151,2021-05-05,29763.0,49,Female,B.1.1.7,alpha
178,178,hCoV-19/USA/MO-CDC-ASC210016275/2021,EPI_ISL_1551328,2021-03-23,29853.0,48,Female,B.1.1.7,alpha
179,179,hCoV-19/USA/MO-CDC-LC0028730/2021,EPI_ISL_1548315,2021-03-11,29694.0,58,Female,B.1.1.7,alpha
180,180,hCoV-19/USA/MO-MSPHL-000574/2021,EPI_ISL_1489887,2021-03-02,29778.0,unknown,unknown,B.1.1.7,alpha
181,181,hCoV-19/USA/MO-MSPHL-000605/2021,EPI_ISL_1489918,2021-03-10,29778.0,unknown,unknown,B.1.1.7,alpha
182,182,hCoV-19/USA/MO-MSPHL-002137/2021,EPI_ISL_2304245,2021-05-03,29778.0,unknown,unknown,B.1.1.7,alpha
183,183,hCoV-19/USA/MO-MSPHL-002101/2021,EPI_ISL_2304213,2021-05-06,29778.0,unknown,unknown,B.1.1.7,alpha
184,184,hCoV-19/USA/MO-MSPHL-002109/2021,EPI_ISL_2304220,2021-05-10,29762.0,unknown,unknown,Q.4,alpha
185,185,hCoV-19/USA/MO-MSPHL-002153/2021,EPI_ISL_2304259,2021-05-11,29778.0,unknown,unknown,B.1.1.7,alpha
186,186,hCoV-19/USA/MO-MSPHL-002157/2021,EPI_ISL_2304263,2021-05-06,29778.0,unknown,unknown,B.1.1.7,alpha
187,187,hCoV-19/USA/MO-MSPHL-002162/2021,EPI_ISL_2304267,2021-05-07,29777.0,unknown,unknown,B.1.1.7,alpha
188,188,hCoV-19/USA/MO-MSPHL-002155/2021,EPI_ISL_2304261,2021-05-03,29778.0,unknown,unknown,B.1.1.7,alpha
189,189,hCoV-19/USA/MO-MSPHL-002160/2021,EPI_ISL_2304265,2021-04-30,29778.0,unknown,unknown,B.1.1.7,alpha
190,190,hCoV-19/USA/MO-MSPHL-002083/2021,EPI_ISL_2304195,2021-04-25,29778.0,unknown,unknown,B.1.1.7,alpha
191,191,hCoV-19/USA/MO-MSPHL-002088/2021,EPI_ISL_2304200,2021-05-05,29777.0,unknown,unknown,B.1.1.7,alpha
